Azodicarboxylates,Phosphines,Temperatures,Phosphine Equiv,Azadicarboxylate Equiv.,N-Boc Pyrrolidine,Solvents
DBAD,Ph2PPy,5,1.4,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,5,1.4,1.4,1.2,MeCN
DBAD,Ph2PPy,5,1.4,1.4,1.2,PhMe
DBAD,Ph2PPy,5,1.4,1.4,1.2,EtOAc
DBAD,Ph2PPy,20,1.05,1.05,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.05,0.95,MeCN
DBAD,Ph2PPy,20,1.05,1.05,0.95,PhMe
DBAD,Ph2PPy,20,1.05,1.05,0.95,EtOAc
DBAD,Ph2PPy,20,1.05,1.05,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.05,1.05,MeCN
DBAD,Ph2PPy,20,1.05,1.05,1.05,PhMe
DBAD,Ph2PPy,20,1.05,1.05,1.05,EtOAc
DBAD,Ph2PPy,20,1.05,1.05,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.05,1.2,MeCN
DBAD,Ph2PPy,20,1.05,1.05,1.2,PhMe
DBAD,Ph2PPy,20,1.05,1.05,1.2,EtOAc
DBAD,Ph2PPy,20,1.05,1.2,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.2,0.95,MeCN
DBAD,Ph2PPy,20,1.05,1.2,0.95,PhMe
DBAD,Ph2PPy,20,1.05,1.2,0.95,EtOAc
DBAD,Ph2PPy,20,1.05,1.2,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.2,1.05,MeCN
DBAD,Ph2PPy,20,1.05,1.2,1.05,PhMe
DBAD,Ph2PPy,20,1.05,1.2,1.05,EtOAc
DBAD,Ph2PPy,20,1.05,1.2,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.2,1.2,MeCN
DBAD,Ph2PPy,20,1.05,1.2,1.2,PhMe
DBAD,Ph2PPy,20,1.05,1.2,1.2,EtOAc
DBAD,Ph2PPy,20,1.05,1.4,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.4,0.95,MeCN
DBAD,Ph2PPy,20,1.05,1.4,0.95,PhMe
DBAD,Ph2PPy,20,1.05,1.4,0.95,EtOAc
DBAD,Ph2PPy,20,1.05,1.4,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.4,1.05,MeCN
DBAD,Ph2PPy,20,1.05,1.4,1.05,PhMe
DBAD,Ph2PPy,20,1.05,1.4,1.05,EtOAc
DBAD,Ph2PPy,20,1.05,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.05,1.4,1.2,MeCN
DBAD,Ph2PPy,20,1.05,1.4,1.2,PhMe
DBAD,Ph2PPy,20,1.05,1.4,1.2,EtOAc
DBAD,Ph2PPy,20,1.2,1.05,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.05,0.95,MeCN
DBAD,Ph2PPy,20,1.2,1.05,0.95,PhMe
DBAD,Ph2PPy,20,1.2,1.05,0.95,EtOAc
DBAD,Ph2PPy,20,1.2,1.05,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.05,1.05,MeCN
DBAD,Ph2PPy,20,1.2,1.05,1.05,PhMe
DBAD,Ph2PPy,20,1.2,1.05,1.05,EtOAc
DBAD,Ph2PPy,20,1.2,1.05,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.05,1.2,MeCN
DBAD,Ph2PPy,20,1.2,1.05,1.2,PhMe
DBAD,Ph2PPy,20,1.2,1.05,1.2,EtOAc
DBAD,Ph2PPy,20,1.2,1.2,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.2,0.95,MeCN
DBAD,Ph2PPy,20,1.2,1.2,0.95,PhMe
DBAD,Ph2PPy,20,1.2,1.2,0.95,EtOAc
DBAD,Ph2PPy,20,1.2,1.2,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.2,1.05,MeCN
DBAD,Ph2PPy,20,1.2,1.2,1.05,PhMe
DBAD,Ph2PPy,20,1.2,1.2,1.05,EtOAc
DBAD,Ph2PPy,20,1.2,1.2,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.2,1.2,MeCN
DBAD,Ph2PPy,20,1.2,1.2,1.2,PhMe
DBAD,Ph2PPy,20,1.2,1.2,1.2,EtOAc
DBAD,Ph2PPy,20,1.2,1.4,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.4,0.95,MeCN
DBAD,Ph2PPy,20,1.2,1.4,0.95,PhMe
DBAD,Ph2PPy,20,1.2,1.4,0.95,EtOAc
DBAD,Ph2PPy,20,1.2,1.4,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.4,1.05,MeCN
DBAD,Ph2PPy,20,1.2,1.4,1.05,PhMe
DBAD,Ph2PPy,20,1.2,1.4,1.05,EtOAc
DBAD,Ph2PPy,20,1.2,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.2,1.4,1.2,MeCN
DBAD,Ph2PPy,20,1.2,1.4,1.2,PhMe
DBAD,Ph2PPy,20,1.2,1.4,1.2,EtOAc
DBAD,Ph2PPy,20,1.4,1.05,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.05,0.95,MeCN
DBAD,Ph2PPy,20,1.4,1.05,0.95,PhMe
DBAD,Ph2PPy,20,1.4,1.05,0.95,EtOAc
DBAD,Ph2PPy,20,1.4,1.05,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.05,1.05,MeCN
DBAD,Ph2PPy,20,1.4,1.05,1.05,PhMe
DBAD,Ph2PPy,20,1.4,1.05,1.05,EtOAc
DBAD,Ph2PPy,20,1.4,1.05,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.05,1.2,MeCN
DBAD,Ph2PPy,20,1.4,1.05,1.2,PhMe
DBAD,Ph2PPy,20,1.4,1.05,1.2,EtOAc
DBAD,Ph2PPy,20,1.4,1.2,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.2,0.95,MeCN
DBAD,Ph2PPy,20,1.4,1.2,0.95,PhMe
DBAD,Ph2PPy,20,1.4,1.2,0.95,EtOAc
DBAD,Ph2PPy,20,1.4,1.2,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.2,1.05,MeCN
DBAD,Ph2PPy,20,1.4,1.2,1.05,PhMe
DBAD,Ph2PPy,20,1.4,1.2,1.05,EtOAc
DBAD,Ph2PPy,20,1.4,1.2,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.2,1.2,MeCN
DBAD,Ph2PPy,20,1.4,1.2,1.2,PhMe
DBAD,Ph2PPy,20,1.4,1.2,1.2,EtOAc
DBAD,Ph2PPy,20,1.4,1.4,0.95,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.4,0.95,MeCN
DBAD,Ph2PPy,20,1.4,1.4,0.95,PhMe
DBAD,Ph2PPy,20,1.4,1.4,0.95,EtOAc
DBAD,Ph2PPy,20,1.4,1.4,1.05,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.4,1.05,MeCN
DBAD,Ph2PPy,20,1.4,1.4,1.05,PhMe
DBAD,Ph2PPy,20,1.4,1.4,1.05,EtOAc
DBAD,Ph2PPy,20,1.4,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,20,1.4,1.4,1.2,MeCN
DBAD,Ph2PPy,20,1.4,1.4,1.2,PhMe
DBAD,Ph2PPy,20,1.4,1.4,1.2,EtOAc
DBAD,Ph2PPy,35,1.05,1.05,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.05,0.95,MeCN
DBAD,Ph2PPy,35,1.05,1.05,0.95,PhMe
DBAD,Ph2PPy,35,1.05,1.05,0.95,EtOAc
DBAD,Ph2PPy,35,1.05,1.05,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.05,1.05,MeCN
DBAD,Ph2PPy,35,1.05,1.05,1.05,PhMe
DBAD,Ph2PPy,35,1.05,1.05,1.05,EtOAc
DBAD,Ph2PPy,35,1.05,1.05,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.05,1.2,MeCN
DBAD,Ph2PPy,35,1.05,1.05,1.2,PhMe
DBAD,Ph2PPy,35,1.05,1.05,1.2,EtOAc
DBAD,Ph2PPy,35,1.05,1.2,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.2,0.95,MeCN
DBAD,Ph2PPy,35,1.05,1.2,0.95,PhMe
DBAD,Ph2PPy,35,1.05,1.2,0.95,EtOAc
DBAD,Ph2PPy,35,1.05,1.2,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.2,1.05,MeCN
DBAD,Ph2PPy,35,1.05,1.2,1.05,PhMe
DBAD,Ph2PPy,35,1.05,1.2,1.05,EtOAc
DBAD,Ph2PPy,35,1.05,1.2,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.2,1.2,MeCN
DBAD,Ph2PPy,35,1.05,1.2,1.2,PhMe
DBAD,Ph2PPy,35,1.05,1.2,1.2,EtOAc
DBAD,Ph2PPy,35,1.05,1.4,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.4,0.95,MeCN
DBAD,Ph2PPy,35,1.05,1.4,0.95,PhMe
DBAD,Ph2PPy,35,1.05,1.4,0.95,EtOAc
DBAD,Ph2PPy,35,1.05,1.4,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.4,1.05,MeCN
DBAD,Ph2PPy,35,1.05,1.4,1.05,PhMe
DBAD,Ph2PPy,35,1.05,1.4,1.05,EtOAc
DBAD,Ph2PPy,35,1.05,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.05,1.4,1.2,MeCN
DBAD,Ph2PPy,35,1.05,1.4,1.2,PhMe
DBAD,Ph2PPy,35,1.05,1.4,1.2,EtOAc
DBAD,Ph2PPy,35,1.2,1.05,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.05,0.95,MeCN
DBAD,Ph2PPy,35,1.2,1.05,0.95,PhMe
DBAD,Ph2PPy,35,1.2,1.05,0.95,EtOAc
DBAD,Ph2PPy,35,1.2,1.05,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.05,1.05,MeCN
DBAD,Ph2PPy,35,1.2,1.05,1.05,PhMe
DBAD,Ph2PPy,35,1.2,1.05,1.05,EtOAc
DBAD,Ph2PPy,35,1.2,1.05,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.05,1.2,MeCN
DBAD,Ph2PPy,35,1.2,1.05,1.2,PhMe
DBAD,Ph2PPy,35,1.2,1.05,1.2,EtOAc
DBAD,Ph2PPy,35,1.2,1.2,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.2,0.95,MeCN
DBAD,Ph2PPy,35,1.2,1.2,0.95,PhMe
DBAD,Ph2PPy,35,1.2,1.2,0.95,EtOAc
DBAD,Ph2PPy,35,1.2,1.2,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.2,1.05,MeCN
DBAD,Ph2PPy,35,1.2,1.2,1.05,PhMe
DBAD,Ph2PPy,35,1.2,1.2,1.05,EtOAc
DBAD,Ph2PPy,35,1.2,1.2,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.2,1.2,MeCN
DBAD,Ph2PPy,35,1.2,1.2,1.2,PhMe
DBAD,Ph2PPy,35,1.2,1.2,1.2,EtOAc
DBAD,Ph2PPy,35,1.2,1.4,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.4,0.95,MeCN
DBAD,Ph2PPy,35,1.2,1.4,0.95,PhMe
DBAD,Ph2PPy,35,1.2,1.4,0.95,EtOAc
DBAD,Ph2PPy,35,1.2,1.4,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.4,1.05,MeCN
DBAD,Ph2PPy,35,1.2,1.4,1.05,PhMe
DBAD,Ph2PPy,35,1.2,1.4,1.05,EtOAc
DBAD,Ph2PPy,35,1.2,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.2,1.4,1.2,MeCN
DBAD,Ph2PPy,35,1.2,1.4,1.2,PhMe
DBAD,Ph2PPy,35,1.2,1.4,1.2,EtOAc
DBAD,Ph2PPy,35,1.4,1.05,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.05,0.95,MeCN
DBAD,Ph2PPy,35,1.4,1.05,0.95,PhMe
DBAD,Ph2PPy,35,1.4,1.05,0.95,EtOAc
DBAD,Ph2PPy,35,1.4,1.05,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.05,1.05,MeCN
DBAD,Ph2PPy,35,1.4,1.05,1.05,PhMe
DBAD,Ph2PPy,35,1.4,1.05,1.05,EtOAc
DBAD,Ph2PPy,35,1.4,1.05,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.05,1.2,MeCN
DBAD,Ph2PPy,35,1.4,1.05,1.2,PhMe
DBAD,Ph2PPy,35,1.4,1.05,1.2,EtOAc
DBAD,Ph2PPy,35,1.4,1.2,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.2,0.95,MeCN
DBAD,Ph2PPy,35,1.4,1.2,0.95,PhMe
DBAD,Ph2PPy,35,1.4,1.2,0.95,EtOAc
DBAD,Ph2PPy,35,1.4,1.2,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.2,1.05,MeCN
DBAD,Ph2PPy,35,1.4,1.2,1.05,PhMe
DBAD,Ph2PPy,35,1.4,1.2,1.05,EtOAc
DBAD,Ph2PPy,35,1.4,1.2,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.2,1.2,MeCN
DBAD,Ph2PPy,35,1.4,1.2,1.2,PhMe
DBAD,Ph2PPy,35,1.4,1.2,1.2,EtOAc
DBAD,Ph2PPy,35,1.4,1.4,0.95,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.4,0.95,MeCN
DBAD,Ph2PPy,35,1.4,1.4,0.95,PhMe
DBAD,Ph2PPy,35,1.4,1.4,0.95,EtOAc
DBAD,Ph2PPy,35,1.4,1.4,1.05,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.4,1.05,MeCN
DBAD,Ph2PPy,35,1.4,1.4,1.05,PhMe
DBAD,Ph2PPy,35,1.4,1.4,1.05,EtOAc
DBAD,Ph2PPy,35,1.4,1.4,1.2,2-MeTHF
DBAD,Ph2PPy,35,1.4,1.4,1.2,MeCN
DBAD,Ph2PPy,35,1.4,1.4,1.2,PhMe
DBAD,Ph2PPy,35,1.4,1.4,1.2,EtOAc
DBAD,DAP,5,1.05,1.05,0.95,2-MeTHF
DBAD,DAP,5,1.05,1.05,0.95,MeCN
DBAD,DAP,5,1.05,1.05,0.95,PhMe
DBAD,DAP,5,1.05,1.05,0.95,EtOAc
DBAD,DAP,5,1.05,1.05,1.05,2-MeTHF
DBAD,DAP,5,1.05,1.05,1.05,MeCN
DBAD,DAP,5,1.05,1.05,1.05,PhMe
DBAD,DAP,5,1.05,1.05,1.05,EtOAc
DBAD,DAP,5,1.05,1.05,1.2,2-MeTHF
DBAD,DAP,5,1.05,1.05,1.2,MeCN
DBAD,DAP,5,1.05,1.05,1.2,PhMe
DBAD,DAP,5,1.05,1.05,1.2,EtOAc
DBAD,DAP,5,1.05,1.2,0.95,2-MeTHF
DBAD,DAP,5,1.05,1.2,0.95,MeCN
DBAD,DAP,5,1.05,1.2,0.95,PhMe
DBAD,DAP,5,1.05,1.2,0.95,EtOAc
DBAD,DAP,5,1.05,1.2,1.05,2-MeTHF
DBAD,DAP,5,1.05,1.2,1.05,MeCN
DBAD,DAP,5,1.05,1.2,1.05,PhMe
DBAD,DAP,5,1.05,1.2,1.05,EtOAc
DBAD,DAP,5,1.05,1.2,1.2,2-MeTHF
DBAD,DAP,5,1.05,1.2,1.2,MeCN
DBAD,DAP,5,1.05,1.2,1.2,PhMe
DBAD,DAP,5,1.05,1.2,1.2,EtOAc
DBAD,DAP,5,1.05,1.4,0.95,2-MeTHF
DBAD,DAP,5,1.05,1.4,0.95,MeCN
DBAD,DAP,5,1.05,1.4,0.95,PhMe
DBAD,DAP,5,1.05,1.4,0.95,EtOAc
DBAD,DAP,5,1.05,1.4,1.05,2-MeTHF
DBAD,DAP,5,1.05,1.4,1.05,MeCN
DBAD,DAP,5,1.05,1.4,1.05,PhMe
DBAD,DAP,5,1.05,1.4,1.05,EtOAc
DBAD,DAP,5,1.05,1.4,1.2,2-MeTHF
DBAD,DAP,5,1.05,1.4,1.2,MeCN
DBAD,DAP,5,1.05,1.4,1.2,PhMe
DBAD,DAP,5,1.05,1.4,1.2,EtOAc
DBAD,DAP,5,1.2,1.05,0.95,2-MeTHF
DBAD,DAP,5,1.2,1.05,0.95,MeCN
DBAD,DAP,5,1.2,1.05,0.95,PhMe
DBAD,DAP,5,1.2,1.05,0.95,EtOAc
DBAD,DAP,5,1.2,1.05,1.05,2-MeTHF
DBAD,DAP,5,1.2,1.05,1.05,MeCN
DBAD,DAP,5,1.2,1.05,1.05,PhMe
DBAD,DAP,5,1.2,1.05,1.05,EtOAc
DBAD,DAP,5,1.2,1.05,1.2,2-MeTHF
DBAD,DAP,5,1.2,1.05,1.2,MeCN
DBAD,DAP,5,1.2,1.05,1.2,PhMe
DBAD,DAP,5,1.2,1.05,1.2,EtOAc
DBAD,DAP,5,1.2,1.2,0.95,2-MeTHF
DBAD,DAP,5,1.2,1.2,0.95,MeCN
DBAD,DAP,5,1.2,1.2,0.95,PhMe
DBAD,DAP,5,1.2,1.2,0.95,EtOAc
DBAD,DAP,5,1.2,1.2,1.05,2-MeTHF
DBAD,DAP,5,1.2,1.2,1.05,MeCN
DBAD,DAP,5,1.2,1.2,1.05,PhMe
DBAD,DAP,5,1.2,1.2,1.05,EtOAc
DBAD,DAP,5,1.2,1.2,1.2,2-MeTHF
DBAD,DAP,5,1.2,1.2,1.2,MeCN
DBAD,DAP,5,1.2,1.2,1.2,PhMe
DBAD,DAP,5,1.2,1.2,1.2,EtOAc
DBAD,DAP,5,1.2,1.4,0.95,2-MeTHF
DBAD,DAP,5,1.2,1.4,0.95,MeCN
DBAD,DAP,5,1.2,1.4,0.95,PhMe
DBAD,DAP,5,1.2,1.4,0.95,EtOAc
DBAD,DAP,5,1.2,1.4,1.05,2-MeTHF
DBAD,DAP,5,1.2,1.4,1.05,MeCN
DBAD,DAP,5,1.2,1.4,1.05,PhMe
DBAD,DAP,5,1.2,1.4,1.05,EtOAc
DBAD,DAP,5,1.2,1.4,1.2,2-MeTHF
DBAD,DAP,5,1.2,1.4,1.2,MeCN
DBAD,DAP,5,1.2,1.4,1.2,PhMe
DBAD,DAP,5,1.2,1.4,1.2,EtOAc
DBAD,DAP,5,1.4,1.05,0.95,2-MeTHF
DBAD,DAP,5,1.4,1.05,0.95,MeCN
DBAD,DAP,5,1.4,1.05,0.95,PhMe
DBAD,DAP,5,1.4,1.05,0.95,EtOAc
DBAD,DAP,5,1.4,1.05,1.05,2-MeTHF
DBAD,DAP,5,1.4,1.05,1.05,MeCN
DBAD,DAP,5,1.4,1.05,1.05,PhMe
DBAD,DAP,5,1.4,1.05,1.05,EtOAc
DBAD,DAP,5,1.4,1.05,1.2,2-MeTHF
DBAD,DAP,5,1.4,1.05,1.2,MeCN
DBAD,DAP,5,1.4,1.05,1.2,PhMe
DBAD,DAP,5,1.4,1.05,1.2,EtOAc
DBAD,DAP,5,1.4,1.2,0.95,2-MeTHF
DBAD,DAP,5,1.4,1.2,0.95,MeCN
DBAD,DAP,5,1.4,1.2,0.95,PhMe
DBAD,DAP,5,1.4,1.2,0.95,EtOAc
DBAD,DAP,5,1.4,1.2,1.05,2-MeTHF
DBAD,DAP,5,1.4,1.2,1.05,MeCN
DBAD,DAP,5,1.4,1.2,1.05,PhMe
DBAD,DAP,5,1.4,1.2,1.05,EtOAc
DBAD,DAP,5,1.4,1.2,1.2,2-MeTHF
DBAD,DAP,5,1.4,1.2,1.2,MeCN
DBAD,DAP,5,1.4,1.2,1.2,PhMe
DBAD,DAP,5,1.4,1.2,1.2,EtOAc
DBAD,DAP,5,1.4,1.4,0.95,2-MeTHF
DBAD,DAP,5,1.4,1.4,0.95,MeCN
DBAD,DAP,5,1.4,1.4,0.95,PhMe
DBAD,DAP,5,1.4,1.4,0.95,EtOAc
DBAD,DAP,5,1.4,1.4,1.05,2-MeTHF
DBAD,DAP,5,1.4,1.4,1.05,MeCN
DBAD,DAP,5,1.4,1.4,1.05,PhMe
DBAD,DAP,5,1.4,1.4,1.05,EtOAc
DBAD,DAP,5,1.4,1.4,1.2,2-MeTHF
DBAD,DAP,5,1.4,1.4,1.2,MeCN
DBAD,DAP,5,1.4,1.4,1.2,PhMe
DBAD,DAP,5,1.4,1.4,1.2,EtOAc
DBAD,DAP,20,1.05,1.05,0.95,2-MeTHF
DBAD,DAP,20,1.05,1.05,0.95,MeCN
DBAD,DAP,20,1.05,1.05,0.95,PhMe
DBAD,DAP,20,1.05,1.05,0.95,EtOAc
DBAD,DAP,20,1.05,1.05,1.05,2-MeTHF
DBAD,DAP,20,1.05,1.05,1.05,MeCN
DBAD,DAP,20,1.05,1.05,1.05,PhMe
DBAD,DAP,20,1.05,1.05,1.05,EtOAc
DBAD,DAP,20,1.05,1.05,1.2,2-MeTHF
DBAD,DAP,20,1.05,1.05,1.2,MeCN
DBAD,DAP,20,1.05,1.05,1.2,PhMe
DBAD,DAP,20,1.05,1.05,1.2,EtOAc
DBAD,DAP,20,1.05,1.2,0.95,2-MeTHF
DBAD,DAP,20,1.05,1.2,0.95,MeCN
DBAD,DAP,20,1.05,1.2,0.95,PhMe
DBAD,DAP,20,1.05,1.2,0.95,EtOAc
DBAD,DAP,20,1.05,1.2,1.05,2-MeTHF
DBAD,DAP,20,1.05,1.2,1.05,MeCN
DBAD,DAP,20,1.05,1.2,1.05,PhMe
DBAD,DAP,20,1.05,1.2,1.05,EtOAc
DBAD,DAP,20,1.05,1.2,1.2,2-MeTHF
DBAD,DAP,20,1.05,1.2,1.2,MeCN
DBAD,DAP,20,1.05,1.2,1.2,PhMe
DBAD,DAP,20,1.05,1.2,1.2,EtOAc
DBAD,DAP,20,1.05,1.4,0.95,2-MeTHF
DBAD,DAP,20,1.05,1.4,0.95,MeCN
DBAD,DAP,20,1.05,1.4,0.95,PhMe
DBAD,DAP,20,1.05,1.4,0.95,EtOAc
DBAD,DAP,20,1.05,1.4,1.05,2-MeTHF
DBAD,DAP,20,1.05,1.4,1.05,MeCN
DBAD,DAP,20,1.05,1.4,1.05,PhMe
DBAD,DAP,20,1.05,1.4,1.05,EtOAc
DBAD,DAP,20,1.05,1.4,1.2,2-MeTHF
DBAD,DAP,20,1.05,1.4,1.2,MeCN
DBAD,DAP,20,1.05,1.4,1.2,PhMe
DBAD,DAP,20,1.05,1.4,1.2,EtOAc
DBAD,DAP,20,1.2,1.05,0.95,2-MeTHF
DBAD,DAP,20,1.2,1.05,0.95,MeCN
DBAD,DAP,20,1.2,1.05,0.95,PhMe
DBAD,DAP,20,1.2,1.05,0.95,EtOAc
DBAD,DAP,20,1.2,1.05,1.05,2-MeTHF
DBAD,DAP,20,1.2,1.05,1.05,MeCN
DBAD,DAP,20,1.2,1.05,1.05,PhMe
DBAD,DAP,20,1.2,1.05,1.05,EtOAc
DBAD,DAP,20,1.2,1.05,1.2,2-MeTHF
DBAD,DAP,20,1.2,1.05,1.2,MeCN
DBAD,DAP,20,1.2,1.05,1.2,PhMe
DBAD,DAP,20,1.2,1.05,1.2,EtOAc
DBAD,DAP,20,1.2,1.2,0.95,2-MeTHF
DBAD,DAP,20,1.2,1.2,0.95,MeCN
DBAD,DAP,20,1.2,1.2,0.95,PhMe
DBAD,DAP,20,1.2,1.2,0.95,EtOAc
DBAD,DAP,20,1.2,1.2,1.05,2-MeTHF
DBAD,DAP,20,1.2,1.2,1.05,MeCN
DBAD,DAP,20,1.2,1.2,1.05,PhMe
DBAD,DAP,20,1.2,1.2,1.05,EtOAc
DBAD,DAP,20,1.2,1.2,1.2,2-MeTHF
DBAD,DAP,20,1.2,1.2,1.2,MeCN
DBAD,DAP,20,1.2,1.2,1.2,PhMe
DBAD,DAP,20,1.2,1.2,1.2,EtOAc
DBAD,DAP,20,1.2,1.4,0.95,2-MeTHF
DBAD,DAP,20,1.2,1.4,0.95,MeCN
DBAD,DAP,20,1.2,1.4,0.95,PhMe
DBAD,DAP,20,1.2,1.4,0.95,EtOAc
DBAD,DAP,20,1.2,1.4,1.05,2-MeTHF
DBAD,DAP,20,1.2,1.4,1.05,MeCN
DBAD,DAP,20,1.2,1.4,1.05,PhMe
DBAD,DAP,20,1.2,1.4,1.05,EtOAc
DBAD,DAP,20,1.2,1.4,1.2,2-MeTHF
DBAD,DAP,20,1.2,1.4,1.2,MeCN
DBAD,DAP,20,1.2,1.4,1.2,PhMe
DBAD,DAP,20,1.2,1.4,1.2,EtOAc
DBAD,DAP,20,1.4,1.05,0.95,2-MeTHF
DBAD,DAP,20,1.4,1.05,0.95,MeCN
DBAD,DAP,20,1.4,1.05,0.95,PhMe
DBAD,DAP,20,1.4,1.05,0.95,EtOAc
DBAD,DAP,20,1.4,1.05,1.05,2-MeTHF
DBAD,DAP,20,1.4,1.05,1.05,MeCN
DBAD,DAP,20,1.4,1.05,1.05,PhMe
DBAD,DAP,20,1.4,1.05,1.05,EtOAc
DBAD,DAP,20,1.4,1.05,1.2,2-MeTHF
DBAD,DAP,20,1.4,1.05,1.2,MeCN
DBAD,DAP,20,1.4,1.05,1.2,PhMe
DBAD,DAP,20,1.4,1.05,1.2,EtOAc
DBAD,DAP,20,1.4,1.2,0.95,2-MeTHF
DBAD,DAP,20,1.4,1.2,0.95,MeCN
DBAD,DAP,20,1.4,1.2,0.95,PhMe
DBAD,DAP,20,1.4,1.2,0.95,EtOAc
DBAD,DAP,20,1.4,1.2,1.05,2-MeTHF
DBAD,DAP,20,1.4,1.2,1.05,MeCN
DBAD,DAP,20,1.4,1.2,1.05,PhMe
DBAD,DAP,20,1.4,1.2,1.05,EtOAc
DBAD,DAP,20,1.4,1.2,1.2,2-MeTHF
DBAD,DAP,20,1.4,1.2,1.2,MeCN
DBAD,DAP,20,1.4,1.2,1.2,PhMe
DBAD,DAP,20,1.4,1.2,1.2,EtOAc
DBAD,DAP,20,1.4,1.4,0.95,2-MeTHF
DBAD,DAP,20,1.4,1.4,0.95,MeCN
DBAD,DAP,20,1.4,1.4,0.95,PhMe
DBAD,DAP,20,1.4,1.4,0.95,EtOAc
DBAD,DAP,20,1.4,1.4,1.05,2-MeTHF
DBAD,DAP,20,1.4,1.4,1.05,MeCN
DBAD,DAP,20,1.4,1.4,1.05,PhMe
DBAD,DAP,20,1.4,1.4,1.05,EtOAc
DBAD,DAP,20,1.4,1.4,1.2,2-MeTHF
DBAD,DAP,20,1.4,1.4,1.2,MeCN
DBAD,DAP,20,1.4,1.4,1.2,PhMe
DBAD,DAP,20,1.4,1.4,1.2,EtOAc
DBAD,DAP,35,1.05,1.05,0.95,2-MeTHF
DBAD,DAP,35,1.05,1.05,0.95,MeCN
DBAD,DAP,35,1.05,1.05,0.95,PhMe
DBAD,DAP,35,1.05,1.05,0.95,EtOAc
DBAD,DAP,35,1.05,1.05,1.05,2-MeTHF
DBAD,DAP,35,1.05,1.05,1.05,MeCN
DBAD,DAP,35,1.05,1.05,1.05,PhMe
DBAD,DAP,35,1.05,1.05,1.05,EtOAc
DBAD,DAP,35,1.05,1.05,1.2,2-MeTHF
DBAD,DAP,35,1.05,1.05,1.2,MeCN
DBAD,DAP,35,1.05,1.05,1.2,PhMe
DBAD,DAP,35,1.05,1.05,1.2,EtOAc
DBAD,DAP,35,1.05,1.2,0.95,2-MeTHF
DBAD,DAP,35,1.05,1.2,0.95,MeCN
